"Time","Contracts","Funding Interval","Funding Rate"
"09/16/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0066%"
"09/16/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0154%"
"09/15/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/15/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0135%"
"09/15/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0178%"
"09/14/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0243%"
"09/14/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0015%"
"09/14/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0104%"
"09/13/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0392%"
"09/13/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0026%"
"09/13/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0302%"
"09/12/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0041%"
"09/12/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0173%"
"09/12/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0067%"
"09/11/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0017%"
"09/11/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0098%"
"09/11/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0308%"
"09/10/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0508%"
"09/10/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0255%"
"09/10/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0105%"
"09/09/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0192%"
"09/09/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0049%"
"09/09/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/08/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/08/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0198%"
"09/08/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0199%"
"09/07/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/07/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/07/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0076%"
"09/06/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/06/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/06/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/05/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0195%"
"09/05/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0073%"
"09/05/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/04/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/04/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/04/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0040%"
"09/03/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0050%"
"09/03/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0002%"
"09/03/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/02/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/02/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0078%"
"09/02/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/01/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"09/01/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0048%"
"09/01/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0013%"
"08/31/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/31/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/31/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/30/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/30/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/30/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/29/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/29/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/29/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/28/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/28/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0100%"
"08/28/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0094%"
"08/27/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","0.0046%"
"08/27/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0105%"
"08/27/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0065%"
"08/26/2023 16:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0171%"
"08/26/2023 08:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0012%"
"08/26/2023 00:00:00","SOL Perpetual/USDT","Every 8 Hours","-0.0068%"
