"Time","Contracts","Funding Interval","Funding Rate"
"2023-12-14 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-13 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-13 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-13 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-12 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-12 11:00:00","SOLUSDT Perpetual","8h","0.011972%"
"2023-12-12 03:00:00","SOLUSDT Perpetual","8h","0.011574%"
"2023-12-11 19:00:00","SOLUSDT Perpetual","8h","0.023316%"
"2023-12-11 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-11 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-10 19:00:00","SOLUSDT Perpetual","8h","0.027221%"
"2023-12-10 11:00:00","SOLUSDT Perpetual","8h","0.020175%"
"2023-12-10 03:00:00","SOLUSDT Perpetual","8h","0.037686%"
"2023-12-09 19:00:00","SOLUSDT Perpetual","8h","0.025873%"
"2023-12-09 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-09 03:00:00","SOLUSDT Perpetual","8h","0.039400%"
"2023-12-08 19:00:00","SOLUSDT Perpetual","8h","0.032215%"
"2023-12-08 11:00:00","SOLUSDT Perpetual","8h","0.020330%"
"2023-12-08 03:00:00","SOLUSDT Perpetual","8h","0.024053%"
"2023-12-07 19:00:00","SOLUSDT Perpetual","8h","0.061268%"
"2023-12-07 11:00:00","SOLUSDT Perpetual","8h","0.036868%"
"2023-12-07 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-06 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-06 11:00:00","SOLUSDT Perpetual","8h","0.011861%"
"2023-12-06 03:00:00","SOLUSDT Perpetual","8h","0.045867%"
"2023-12-05 19:00:00","SOLUSDT Perpetual","8h","0.025226%"
"2023-12-05 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-05 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-04 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-04 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-04 03:00:00","SOLUSDT Perpetual","8h","0.053853%"
"2023-12-03 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-03 11:00:00","SOLUSDT Perpetual","8h","0.018264%"
"2023-12-03 03:00:00","SOLUSDT Perpetual","8h","0.020381%"
"2023-12-02 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-02 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-02 03:00:00","SOLUSDT Perpetual","8h","0.030174%"
"2023-12-01 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-01 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-12-01 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-30 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-30 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-30 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-29 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-29 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-29 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-28 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-28 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-28 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-27 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-27 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-27 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-26 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-26 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-26 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-25 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-25 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-25 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-24 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-24 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-24 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-23 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-23 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-23 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-22 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-22 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-22 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-21 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-21 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-21 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-20 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-20 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-20 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-19 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-19 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-19 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-18 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-18 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-18 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-17 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-17 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-17 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-16 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-16 11:00:00","SOLUSDT Perpetual","8h","0.030150%"
"2023-11-16 03:00:00","SOLUSDT Perpetual","8h","0.014572%"
"2023-11-15 19:00:00","SOLUSDT Perpetual","8h","0.031874%"
"2023-11-15 11:00:00","SOLUSDT Perpetual","8h","0.026624%"
"2023-11-15 03:00:00","SOLUSDT Perpetual","8h","0.010903%"
"2023-11-14 19:00:00","SOLUSDT Perpetual","8h","0.012355%"
"2023-11-14 11:00:00","SOLUSDT Perpetual","8h","0.027352%"
"2023-11-14 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-13 19:00:00","SOLUSDT Perpetual","8h","0.047225%"
"2023-11-13 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-13 03:00:00","SOLUSDT Perpetual","8h","0.033025%"
"2023-11-12 19:00:00","SOLUSDT Perpetual","8h","0.050694%"
"2023-11-12 11:00:00","SOLUSDT Perpetual","8h","0.016254%"
"2023-11-12 03:00:00","SOLUSDT Perpetual","8h","0.017231%"
"2023-11-11 19:00:00","SOLUSDT Perpetual","8h","0.051278%"
"2023-11-11 11:00:00","SOLUSDT Perpetual","8h","0.030654%"
"2023-11-11 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-10 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-10 11:00:00","SOLUSDT Perpetual","8h","0.011529%"
"2023-11-10 03:00:00","SOLUSDT Perpetual","8h","0.015368%"
"2023-11-09 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-09 11:00:00","SOLUSDT Perpetual","8h","0.028089%"
"2023-11-09 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-08 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-08 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-08 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-07 19:00:00","SOLUSDT Perpetual","8h","0.017143%"
"2023-11-07 11:00:00","SOLUSDT Perpetual","8h","0.020579%"
"2023-11-07 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-06 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-06 11:00:00","SOLUSDT Perpetual","8h","0.015286%"
"2023-11-06 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-05 19:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-05 11:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-05 03:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-04 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-04 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-04 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-03 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-03 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-03 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-02 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-02 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-02 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-01 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-11-01 12:00:00","SOLUSDT Perpetual","8h","-0.041129%"
"2023-11-01 04:00:00","SOLUSDT Perpetual","8h","-0.004060%"
"2023-10-31 20:00:00","SOLUSDT Perpetual","8h","0.005676%"
"2023-10-31 12:00:00","SOLUSDT Perpetual","8h","0.004712%"
"2023-10-31 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-30 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-30 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-30 04:00:00","SOLUSDT Perpetual","8h","0.009375%"
"2023-10-29 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-29 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-29 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-28 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-28 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-28 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-27 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-27 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-27 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-26 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-26 12:00:00","SOLUSDT Perpetual","8h","0.004969%"
"2023-10-26 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-25 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-25 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-25 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-24 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-24 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-24 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-23 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-23 12:00:00","SOLUSDT Perpetual","8h","0.001601%"
"2023-10-23 04:00:00","SOLUSDT Perpetual","8h","-0.000229%"
"2023-10-22 20:00:00","SOLUSDT Perpetual","8h","0.000237%"
"2023-10-22 12:00:00","SOLUSDT Perpetual","8h","0.005080%"
"2023-10-22 04:00:00","SOLUSDT Perpetual","8h","-0.004073%"
"2023-10-21 20:00:00","SOLUSDT Perpetual","8h","-0.009897%"
"2023-10-21 12:00:00","SOLUSDT Perpetual","8h","0.006969%"
"2023-10-21 04:00:00","SOLUSDT Perpetual","8h","-0.009934%"
"2023-10-20 20:00:00","SOLUSDT Perpetual","8h","-0.008888%"
"2023-10-20 12:00:00","SOLUSDT Perpetual","8h","-0.000618%"
"2023-10-20 04:00:00","SOLUSDT Perpetual","8h","-0.060231%"
"2023-10-19 20:00:00","SOLUSDT Perpetual","8h","-0.001420%"
"2023-10-19 12:00:00","SOLUSDT Perpetual","8h","-0.018428%"
"2023-10-19 04:00:00","SOLUSDT Perpetual","8h","-0.010177%"
"2023-10-18 20:00:00","SOLUSDT Perpetual","8h","0.001267%"
"2023-10-18 12:00:00","SOLUSDT Perpetual","8h","0.009438%"
"2023-10-18 04:00:00","SOLUSDT Perpetual","8h","-0.002937%"
"2023-10-17 20:00:00","SOLUSDT Perpetual","8h","0.007478%"
"2023-10-17 12:00:00","SOLUSDT Perpetual","8h","0.002264%"
"2023-10-17 04:00:00","SOLUSDT Perpetual","8h","-0.014135%"
"2023-10-16 20:00:00","SOLUSDT Perpetual","8h","0.000845%"
"2023-10-16 12:00:00","SOLUSDT Perpetual","8h","-0.013087%"
"2023-10-16 04:00:00","SOLUSDT Perpetual","8h","-0.006321%"
"2023-10-15 20:00:00","SOLUSDT Perpetual","8h","-0.010829%"
"2023-10-15 12:00:00","SOLUSDT Perpetual","8h","0.002222%"
"2023-10-15 04:00:00","SOLUSDT Perpetual","8h","-0.000129%"
"2023-10-14 20:00:00","SOLUSDT Perpetual","8h","-0.007073%"
"2023-10-14 12:00:00","SOLUSDT Perpetual","8h","-0.004015%"
"2023-10-14 04:00:00","SOLUSDT Perpetual","8h","-0.034520%"
"2023-10-13 20:00:00","SOLUSDT Perpetual","8h","-0.015669%"
"2023-10-13 12:00:00","SOLUSDT Perpetual","8h","-0.007301%"
"2023-10-13 04:00:00","SOLUSDT Perpetual","8h","-0.007419%"
"2023-10-12 20:00:00","SOLUSDT Perpetual","8h","-0.004739%"
"2023-10-12 12:00:00","SOLUSDT Perpetual","8h","-0.004469%"
"2023-10-12 04:00:00","SOLUSDT Perpetual","8h","0.005051%"
"2023-10-11 20:00:00","SOLUSDT Perpetual","8h","-0.005206%"
"2023-10-11 12:00:00","SOLUSDT Perpetual","8h","-0.010217%"
"2023-10-11 04:00:00","SOLUSDT Perpetual","8h","-0.001270%"
"2023-10-10 20:00:00","SOLUSDT Perpetual","8h","-0.008746%"
"2023-10-10 12:00:00","SOLUSDT Perpetual","8h","-0.004739%"
"2023-10-10 04:00:00","SOLUSDT Perpetual","8h","-0.011672%"
"2023-10-09 20:00:00","SOLUSDT Perpetual","8h","-0.026515%"
"2023-10-09 12:00:00","SOLUSDT Perpetual","8h","-0.008685%"
"2023-10-09 04:00:00","SOLUSDT Perpetual","8h","-0.010232%"
"2023-10-08 20:00:00","SOLUSDT Perpetual","8h","-0.002043%"
"2023-10-08 12:00:00","SOLUSDT Perpetual","8h","-0.002324%"
"2023-10-08 04:00:00","SOLUSDT Perpetual","8h","-0.004763%"
"2023-10-07 20:00:00","SOLUSDT Perpetual","8h","-0.007284%"
"2023-10-07 12:00:00","SOLUSDT Perpetual","8h","-0.013829%"
"2023-10-07 04:00:00","SOLUSDT Perpetual","8h","-0.003624%"
"2023-10-06 20:00:00","SOLUSDT Perpetual","8h","0.001517%"
"2023-10-06 12:00:00","SOLUSDT Perpetual","8h","0.006027%"
"2023-10-06 04:00:00","SOLUSDT Perpetual","8h","-0.001702%"
"2023-10-05 20:00:00","SOLUSDT Perpetual","8h","-0.014401%"
"2023-10-05 12:00:00","SOLUSDT Perpetual","8h","-0.021380%"
"2023-10-05 04:00:00","SOLUSDT Perpetual","8h","-0.010441%"
"2023-10-04 20:00:00","SOLUSDT Perpetual","8h","-0.019583%"
"2023-10-04 12:00:00","SOLUSDT Perpetual","8h","0.001008%"
"2023-10-04 04:00:00","SOLUSDT Perpetual","8h","-0.014362%"
"2023-10-03 20:00:00","SOLUSDT Perpetual","8h","-0.020449%"
"2023-10-03 12:00:00","SOLUSDT Perpetual","8h","-0.016715%"
"2023-10-03 04:00:00","SOLUSDT Perpetual","8h","-0.009329%"
"2023-10-02 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-02 12:00:00","SOLUSDT Perpetual","8h","0.007399%"
"2023-10-02 04:00:00","SOLUSDT Perpetual","8h","-0.005358%"
"2023-10-01 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-10-01 12:00:00","SOLUSDT Perpetual","8h","0.004550%"
"2023-10-01 04:00:00","SOLUSDT Perpetual","8h","-0.024577%"
"2023-09-30 20:00:00","SOLUSDT Perpetual","8h","-0.015019%"
"2023-09-30 12:00:00","SOLUSDT Perpetual","8h","-0.033235%"
"2023-09-30 04:00:00","SOLUSDT Perpetual","8h","-0.013968%"
"2023-09-29 20:00:00","SOLUSDT Perpetual","8h","-0.009192%"
"2023-09-29 12:00:00","SOLUSDT Perpetual","8h","-0.008995%"
"2023-09-29 04:00:00","SOLUSDT Perpetual","8h","0.003522%"
"2023-09-28 20:00:00","SOLUSDT Perpetual","8h","-0.008879%"
"2023-09-28 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-09-28 04:00:00","SOLUSDT Perpetual","8h","0.004959%"
"2023-09-27 20:00:00","SOLUSDT Perpetual","8h","-0.025005%"
"2023-09-27 12:00:00","SOLUSDT Perpetual","8h","0.002165%"
"2023-09-27 04:00:00","SOLUSDT Perpetual","8h","0.003583%"
"2023-09-26 20:00:00","SOLUSDT Perpetual","8h","0.007509%"
"2023-09-26 12:00:00","SOLUSDT Perpetual","8h","0.001889%"
"2023-09-26 04:00:00","SOLUSDT Perpetual","8h","-0.006278%"
"2023-09-25 20:00:00","SOLUSDT Perpetual","8h","0.001913%"
"2023-09-25 12:00:00","SOLUSDT Perpetual","8h","0.002778%"
"2023-09-25 04:00:00","SOLUSDT Perpetual","8h","-0.003233%"
"2023-09-24 20:00:00","SOLUSDT Perpetual","8h","0.001511%"
"2023-09-24 12:00:00","SOLUSDT Perpetual","8h","0.006559%"
"2023-09-24 04:00:00","SOLUSDT Perpetual","8h","0.000810%"
"2023-09-23 20:00:00","SOLUSDT Perpetual","8h","0.008557%"
"2023-09-23 12:00:00","SOLUSDT Perpetual","8h","0.005940%"
"2023-09-23 04:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-09-22 20:00:00","SOLUSDT Perpetual","8h","0.005987%"
"2023-09-22 12:00:00","SOLUSDT Perpetual","8h","0.004359%"
"2023-09-22 04:00:00","SOLUSDT Perpetual","8h","0.001389%"
"2023-09-21 20:00:00","SOLUSDT Perpetual","8h","0.001075%"
"2023-09-21 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-09-21 04:00:00","SOLUSDT Perpetual","8h","-0.006489%"
"2023-09-20 20:00:00","SOLUSDT Perpetual","8h","-0.000777%"
"2023-09-20 12:00:00","SOLUSDT Perpetual","8h","-0.009609%"
"2023-09-20 04:00:00","SOLUSDT Perpetual","8h","-0.008143%"
"2023-09-19 20:00:00","SOLUSDT Perpetual","8h","-0.014401%"
"2023-09-19 12:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-09-19 04:00:00","SOLUSDT Perpetual","8h","-0.010841%"
"2023-09-18 20:00:00","SOLUSDT Perpetual","8h","-0.005900%"
"2023-09-18 12:00:00","SOLUSDT Perpetual","8h","-0.013976%"
"2023-09-18 04:00:00","SOLUSDT Perpetual","8h","-0.007847%"
"2023-09-17 20:00:00","SOLUSDT Perpetual","8h","-0.030943%"
"2023-09-17 12:00:00","SOLUSDT Perpetual","8h","-0.005427%"
"2023-09-17 04:00:00","SOLUSDT Perpetual","8h","-0.007124%"
"2023-09-16 20:00:00","SOLUSDT Perpetual","8h","-0.021514%"
"2023-09-16 12:00:00","SOLUSDT Perpetual","8h","-0.014091%"
"2023-09-16 04:00:00","SOLUSDT Perpetual","8h","-0.005380%"
"2023-09-15 20:00:00","SOLUSDT Perpetual","8h","0.001257%"
"2023-09-15 12:00:00","SOLUSDT Perpetual","8h","-0.000591%"
"2023-09-15 04:00:00","SOLUSDT Perpetual","8h","-0.012046%"
"2023-09-14 20:00:00","SOLUSDT Perpetual","8h","-0.021530%"
"2023-09-14 12:00:00","SOLUSDT Perpetual","8h","-0.024678%"
"2023-09-14 04:00:00","SOLUSDT Perpetual","8h","-0.014970%"
"2023-09-13 20:00:00","SOLUSDT Perpetual","8h","-0.016123%"
"2023-09-13 12:00:00","SOLUSDT Perpetual","8h","-0.004981%"
"2023-09-13 04:00:00","SOLUSDT Perpetual","8h","-0.017635%"
"2023-09-12 20:00:00","SOLUSDT Perpetual","8h","-0.016024%"
"2023-09-12 12:00:00","SOLUSDT Perpetual","8h","-0.007381%"
"2023-09-12 04:00:00","SOLUSDT Perpetual","8h","-0.005673%"
"2023-09-11 20:00:00","SOLUSDT Perpetual","8h","-0.003978%"
"2023-09-11 12:00:00","SOLUSDT Perpetual","8h","-0.006124%"
"2023-09-11 04:00:00","SOLUSDT Perpetual","8h","-0.022734%"
"2023-09-10 20:00:00","SOLUSDT Perpetual","8h","-0.036941%"
"2023-09-10 12:00:00","SOLUSDT Perpetual","8h","-0.047908%"
"2023-09-10 04:00:00","SOLUSDT Perpetual","8h","-0.038599%"
"2023-09-09 20:00:00","SOLUSDT Perpetual","8h","-0.023880%"
"2023-09-09 12:00:00","SOLUSDT Perpetual","8h","-0.016996%"
"2023-09-09 04:00:00","SOLUSDT Perpetual","8h","-0.021188%"
"2023-09-08 20:00:00","SOLUSDT Perpetual","8h","-0.010450%"
"2023-09-08 12:00:00","SOLUSDT Perpetual","8h","-0.021132%"
"2023-09-08 04:00:00","SOLUSDT Perpetual","8h","-0.013966%"
"2023-09-07 20:00:00","SOLUSDT Perpetual","8h","-0.008527%"
"2023-09-07 12:00:00","SOLUSDT Perpetual","8h","0.000033%"
"2023-09-07 04:00:00","SOLUSDT Perpetual","8h","0.000288%"
"2023-09-06 20:00:00","SOLUSDT Perpetual","8h","-0.002787%"
"2023-09-06 12:00:00","SOLUSDT Perpetual","8h","0.002839%"
"2023-09-06 04:00:00","SOLUSDT Perpetual","8h","0.000803%"
"2023-09-05 20:00:00","SOLUSDT Perpetual","8h","-0.001341%"
"2023-09-05 12:00:00","SOLUSDT Perpetual","8h","-0.010758%"
"2023-09-05 04:00:00","SOLUSDT Perpetual","8h","-0.006252%"
"2023-09-04 20:00:00","SOLUSDT Perpetual","8h","0.001756%"
"2023-09-04 12:00:00","SOLUSDT Perpetual","8h","0.008919%"
"2023-09-04 04:00:00","SOLUSDT Perpetual","8h","-0.007224%"
"2023-09-03 20:00:00","SOLUSDT Perpetual","8h","-0.005078%"
"2023-09-03 12:00:00","SOLUSDT Perpetual","8h","-0.003560%"
"2023-09-03 04:00:00","SOLUSDT Perpetual","8h","-0.003935%"
"2023-09-02 20:00:00","SOLUSDT Perpetual","8h","-0.000065%"
"2023-09-02 12:00:00","SOLUSDT Perpetual","8h","-0.005343%"
"2023-09-02 04:00:00","SOLUSDT Perpetual","8h","-0.008469%"
"2023-09-01 20:00:00","SOLUSDT Perpetual","8h","0.000671%"
"2023-09-01 12:00:00","SOLUSDT Perpetual","8h","0.005200%"
"2023-09-01 04:00:00","SOLUSDT Perpetual","8h","-0.009007%"
"2023-08-31 20:00:00","SOLUSDT Perpetual","8h","-0.013928%"
"2023-08-31 12:00:00","SOLUSDT Perpetual","8h","-0.009890%"
"2023-08-31 04:00:00","SOLUSDT Perpetual","8h","-0.007295%"
"2023-08-30 20:00:00","SOLUSDT Perpetual","8h","-0.005589%"
"2023-08-30 12:00:00","SOLUSDT Perpetual","8h","0.008869%"
"2023-08-30 04:00:00","SOLUSDT Perpetual","8h","0.002088%"
"2023-08-29 20:00:00","SOLUSDT Perpetual","8h","0.010000%"
"2023-08-29 12:00:00","SOLUSDT Perpetual","8h","-0.040362%"
"2023-08-29 04:00:00","SOLUSDT Perpetual","8h","0.000529%"
"2023-08-28 20:00:00","SOLUSDT Perpetual","8h","0.008373%"
"2023-08-28 12:00:00","SOLUSDT Perpetual","8h","0.002945%"
"2023-08-28 04:00:00","SOLUSDT Perpetual","8h","-0.002329%"
"2023-08-27 20:00:00","SOLUSDT Perpetual","8h","-0.003451%"
"2023-08-27 12:00:00","SOLUSDT Perpetual","8h","-0.016818%"
"2023-08-27 04:00:00","SOLUSDT Perpetual","8h","-0.011914%"
"2023-08-26 20:00:00","SOLUSDT Perpetual","8h","-0.017578%"
"2023-08-26 12:00:00","SOLUSDT Perpetual","8h","-0.018306%"
"2023-08-26 04:00:00","SOLUSDT Perpetual","8h","-0.024234%"
